"","BASEFLOW","QUICKFLOW"
"5951",1.9,0
"5952",1.9,0
"5953",1.9,0.2
"5954",1.901,0.099
"5955",1.903,0.297
"5956",1.91,3.49
"5957",1.927,0.873
"5958",1.947,0.653
"5959",1.964,4.336
"5960",1.979,5.921
"5961",1.988,3.012
"5962",1.992,1.608
"5963",1.915,0.885
"5964",1.851,0.749
"5965",1.798,0.602
"5966",1.754,0.546
"5967",1.718,0.382
"5968",1.691,0.309
"5969",1.67,0.23
"5970",1.651,0.249
"5971",1.635,0.165
"5972",1.621,0.179
"5973",1.611,0.089
"5974",1.604,0.096
"5975",1.6,0
"5976",1.6,0.2
"5977",1.6,0.1
"5978",1.6,0
"5979",1.6,0.2
"5980",1.601,0.199
"5981",1.604,0.296
"5982",1.609,1.791
"5983",1.62,0.88
"5984",1.639,2.561
"5985",1.664,0.936
"5986",1.699,5.301
"5987",1.736,2.464
"5988",1.77,1.23
"5989",1.798,0.802
"5990",1.822,0.478
"5991",1.843,0.257
"5992",1.863,0.237
"5993",1.882,1.018
"5994",1.905,3.095
"5995",1.938,1.362
"5996",1.973,0.527
"5997",2.005,1.195
"5998",2.035,0.365
"5999",2.065,2.035
"6000",2.098,1.302
"6001",2.135,1.365
"6002",2.174,1.126
"6003",2.215,1.185
"6004",2.256,1.144
"6005",2.297,1.003
"6006",2.339,2.061
"6007",2.386,1.714
"6008",2.434,1.166
"6009",2.486,2.814
"6010",2.541,1.459
"6011",2.601,2.899
"6012",2.672,7.128
"6013",2.766,5.834
"6014",2.876,2.624
"6015",2.989,2.511
"6016",3.1,9.8
"6017",3.202,6.298
"6018",3.293,4.007
"6019",3.37,2.63
"6020",3.434,2.366
"6021",3.486,1.614
"6022",3.527,1.073
"6023",3.562,1.138
"6024",3.59,0.81
"6025",3.613,0.987
"6026",3.632,0.468
"6027",3.647,2.653
"6028",3.659,1.341
"6029",3.667,0.733
"6030",3.672,0.528
"6031",3.671,0.429
"6032",3.633,2.267
"6033",3.585,1.915
"6034",3.527,1.073
"6035",3.47,0.63
"6036",3.419,0.781
"6037",3.364,0.736
"6038",3.324,0.276
"6039",3.306,0.194
"6040",3.298,0.002
"6041",3.295,2.505
"6042",3.281,1.619
"6043",3.257,0.643
"6044",3.228,0.472
"6045",3.205,0.195
"6046",3.189,0.611
"6047",3.171,0.229
"6048",3.161,0.039
"6049",3.157,0.043
"6050",3.153,0.447
"6051",3.146,0.954
"6052",3.134,1.066
"6053",3.117,0.283
"6054",3.104,0.096
"6055",3.1,0
"6056",3.1,0
"6057",3.11,6.79
"6058",3.144,5.156
"6059",3.202,3.298
"6060",3.272,1.928
"6061",3.345,2.755
"6062",3.42,1.78
"6063",3.494,1.406
"6064",3.562,1.938
"6065",3.624,1.976
"6066",3.68,1.32
"6067",3.731,1.269
"6068",3.776,0.724
"6069",3.817,0.583
"6070",3.854,1.446
"6071",3.887,0.413
"6072",3.92,1.78
"6073",3.955,1.345
"6074",3.99,0.91
"6075",4.022,1.278
"6076",4.05,1.25
"6077",4.076,0.524
"6078",4.098,4.302
"6079",4.116,1.784
"6080",4.129,1.771
"6081",4.137,1.963
"6082",4.133,0.967
"6083",4.067,0.733
"6084",4.004,2.696
"6085",3.931,1.169
"6086",3.859,0.841
"6087",3.806,0.494
"6088",3.771,0.429
"6089",3.734,1.266
"6090",3.693,0.707
"6091",3.657,0.343
"6092",3.629,0.371
"6093",3.607,0.192
"6094",3.6,0
"6095",3.602,1.598
"6096",3.62,8.08
"6097",3.665,3.235
"6098",3.72,3.08
"6099",3.77,2.13
"6100",3.814,1.686
"6101",3.853,1.347
"6102",3.885,2.715
"6103",3.911,1.389
"6104",3.93,3.27
"6105",3.942,2.958
"6106",3.947,2.653
"6107",3.832,3.068
"6108",3.695,3.405
"6109",3.538,3.362
"6110",3.361,3.339
"6111",3.154,9.746
"6112",2.864,32.136
"6113",2.451,6.449
"6114",2.074,3.626
"6115",1.778,5.022
"6116",1.511,2.889
"6117",1.326,1.874
"6118",1.21,1.09
"6119",1.138,0.762
"6120",1.085,0.615
"6121",1.039,0.561
"6122",0.993,0.607
"6123",0.956,0.344
"6124",0.932,0.268
"6125",0.915,0.185
"6126",0.904,0.096
"6127",0.9,0
"6128",0.904,2.896
"6129",0.913,0.687
"6130",0.921,0.479
"6131",0.928,0.272
"6132",0.934,0.066
"6133",0.939,0.361
"6134",0.945,0.355
"6135",0.954,1.146
"6136",0.965,0.235
"6137",0.978,0.522
"6138",0.991,0.609
"6139",1.021,10.979
"6140",1.093,10.907
"6141",1.216,10.784
"6142",1.382,10.618
"6143",1.584,10.416
"6144",1.815,10.185
"6145",2.071,9.929
"6146",2.345,9.655
"6147",2.634,9.366
"6148",2.934,9.066
"6149",3.241,8.759
"6150",3.554,8.446
"6151",3.866,8.134
"6152",4.164,7.836
"6153",4.437,7.563
"6154",4.686,7.314
"6155",4.91,7.09
"6156",5.109,6.891
"6157",5.283,6.717
"6158",5.432,6.568
"6159",5.555,6.445
"6160",5.652,6.348
"6161",5.723,6.277
"6162",5.767,6.233
"6163",5.784,6.216
"6164",5.447,6.553
"6165",5.031,6.969
"6166",4.573,7.427
"6167",4.069,7.931
"6168",3.518,8.482
"6169",2.915,9.085
"6170",2.6,0
"6171",2.6,0.2
"6172",2.6,0
"6173",2.6,0
"6174",2.614,9.786
"6175",2.721,57.479
"6176",2.895,29.405
"6177",3.038,11.762
"6178",3.147,3.953
"6179",3.231,1.369
"6180",3.303,2.697
"6181",3.367,5.333
"6182",3.423,0.677
"6183",3.474,0.826
"6184",3.523,1.577
"6185",3.573,1.827
"6186",3.625,0.675
"6187",3.678,3.822
"6188",3.741,3.759
"6189",3.816,3.684
"6190",3.901,3.599
"6191",3.99,3.51
"6192",4.075,3.425
"6193",4.152,3.348
"6194",4.22,3.28
"6195",4.279,3.221
"6196",4.329,3.171
"6197",4.369,3.131
"6198",4.398,3.102
"6199",4.417,3.083
"6200",4.424,3.076
"6201",4.282,3.218
"6202",4.103,3.397
"6203",3.902,3.598
"6204",3.68,3.82
"6205",3.434,4.066
